constructorId,year,name_x,positionText,relation
8,2007,Super Aguri,7,8
7,2007,Toyota,5,7
6,2007,Ferrari,1,6
5,2007,Toro Rosso,8,5
3,2007,Williams,4,3
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
12,2007,Spyker,9,8
8,2007,Super Aguri,8,8
7,2007,Toyota,4,7
6,2007,Ferrari,1,6
5,2007,Toro Rosso,9,5
4,2007,Renault,3,4
3,2007,Williams,5,3
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
12,2007,Spyker,10,8
11,2007,Honda,6,11
9,2007,Red Bull,8,9
8,2007,Super Aguri,7,8
7,2007,Toyota,5,7
6,2007,Ferrari,1,6
5,2007,Toro Rosso,9,5
4,2007,Renault,3,4
12,2007,Spyker,10,8
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
9,2007,Red Bull,6,9
11,2007,Honda,7,11
12,2007,Spyker,10,8
1,2007,McLaren,E,1
11,2007,Honda,8,11
9,2007,Red Bull,6,9
8,2007,Super Aguri,7,8
7,2007,Toyota,5,7
6,2007,Ferrari,1,6
5,2007,Toro Rosso,10,5
4,2007,Renault,3,4
3,2007,Williams,4,3
2,2007,BMW Sauber,2,2
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
11,2007,Honda,7,11
9,2007,Red Bull,6,9
8,2007,Super Aguri,8,8
7,2007,Toyota,4,7
6,2007,Ferrari,1,6
5,2007,Toro Rosso,9,5
4,2007,Renault,3,4
3,2007,Williams,5,3
2,2007,BMW Sauber,2,2
12,2007,Spyker,10,8
3,2007,Williams,4,3
3,2007,Williams,4,3
5,2007,Toro Rosso,9,5
6,2007,Ferrari,1,6
5,2007,Toro Rosso,10,5
4,2007,Renault,3,4
3,2007,Williams,4,3
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
12,2007,Spyker,10,8
11,2007,Honda,8,11
9,2007,Red Bull,5,9
8,2007,Super Aguri,7,8
7,2007,Toyota,6,7
6,2007,Ferrari,1,6
5,2007,Toro Rosso,9,5
4,2007,Renault,3,4
3,2007,Williams,4,3
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
12,2007,Spyker,10,8
11,2007,Honda,8,11
7,2007,Toyota,6,7
8,2007,Super Aguri,7,8
9,2007,Red Bull,5,9
11,2007,Honda,8,11
4,2007,Renault,3,4
9,2007,Red Bull,5,9
8,2007,Super Aguri,9,8
7,2007,Toyota,6,7
6,2007,Ferrari,1,6
5,2007,Toro Rosso,7,5
4,2007,Renault,3,4
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
9,2007,Red Bull,5,9
12,2007,Spyker,10,8
9,2007,Red Bull,5,9
7,2007,Toyota,6,7
6,2007,Ferrari,1,6
5,2007,Toro Rosso,7,5
4,2007,Renault,3,4
3,2007,Williams,4,3
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
12,2007,Spyker,9,8
11,2007,Honda,8,11
8,2007,Super Aguri,7,8
8,2007,Super Aguri,9,8
6,2007,Ferrari,1,6
3,2007,Williams,4,3
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
12,2007,Spyker,10,8
11,2007,Honda,8,11
9,2007,Red Bull,5,9
8,2007,Super Aguri,7,8
7,2007,Toyota,6,7
6,2007,Ferrari,1,6
5,2007,Toro Rosso,9,5
4,2007,Renault,3,4
3,2007,Williams,4,3
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
12,2007,Spyker,10,8
11,2007,Honda,8,11
9,2007,Red Bull,6,9
8,2007,Super Aguri,7,8
7,2007,Toyota,6,7
4,2007,Renault,3,4
5,2007,Toro Rosso,9,5
7,2007,Toyota,5,7
7,2007,Toyota,6,7
5,2007,Toro Rosso,9,5
6,2007,Ferrari,1,6
4,2007,Renault,3,4
3,2007,Williams,4,3
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
12,2007,Spyker,10,8
11,2007,Honda,8,11
9,2007,Red Bull,5,9
8,2007,Super Aguri,7,8
6,2007,Ferrari,1,6
6,2007,Ferrari,1,6
5,2007,Toro Rosso,9,5
4,2007,Renault,3,4
3,2007,Williams,4,3
2,2007,BMW Sauber,2,2
1,2007,McLaren,E,1
12,2007,Spyker,10,8
11,2007,Honda,8,11
9,2007,Red Bull,5,9
7,2007,Toyota,6,7
8,2007,Super Aguri,7,8
11,2008,Honda,9,11
1,2008,McLaren,3,1
5,2008,Toro Rosso,9,5
3,2008,Williams,6,3
4,2008,Renault,7,4
6,2008,Ferrari,1,6
2,2008,BMW Sauber,2,2
10,2008,Force India,10,10
5,2008,Toro Rosso,8,5
7,2008,Toyota,6,7
6,2008,Ferrari,1,6
4,2008,Renault,7,4
3,2008,Williams,4,3
2,2008,BMW Sauber,3,2
1,2008,McLaren,2,1
11,2008,Honda,8,11
10,2008,Force India,10,10
9,2008,Red Bull,5,9
9,2008,Red Bull,5,9
7,2008,Toyota,5,7
1,2008,McLaren,3,1
10,2008,Force India,10,10
7,2008,Toyota,6,7
9,2008,Red Bull,5,9
7,2008,Toyota,4,7
6,2008,Ferrari,1,6
5,2008,Toro Rosso,9,5
4,2008,Renault,7,4
3,2008,Williams,6,3
2,2008,BMW Sauber,2,2
9,2008,Red Bull,4,9
1,2008,McLaren,3,1
10,2008,Force India,10,10
9,2008,Red Bull,4,9
6,2008,Ferrari,1,6
5,2008,Toro Rosso,9,5
4,2008,Renault,7,4
3,2008,Williams,6,3
2,2008,BMW Sauber,2,2
11,2008,Honda,8,11
11,2008,Honda,8,11
7,2008,Toyota,5,7
7,2008,Toyota,5,7
5,2008,Toro Rosso,9,5
3,2008,Williams,4,3
2,2008,BMW Sauber,1,2
1,2008,McLaren,3,1
11,2008,Honda,9,11
10,2008,Force India,10,10
9,2008,Red Bull,7,9
8,2008,Super Aguri,11,8
7,2008,Toyota,6,7
6,2008,Ferrari,3,6
5,2008,Toro Rosso,8,5
4,2008,Renault,5,4
3,2008,Williams,4,3
2,2008,BMW Sauber,2,2
1,2008,McLaren,1,1
6,2008,Ferrari,6,6
5,2008,Toro Rosso,5,5
4,2008,Renault,4,4
3,2008,Williams,2,3
2,2008,BMW Sauber,3,2
4,2008,Renault,6,4
6,2008,Ferrari,1,6
5,2008,Toro Rosso,8,5
10,2008,Force India,10,10
4,2008,Renault,7,4
3,2008,Williams,4,3
2,2008,BMW Sauber,2,2
1,2008,McLaren,3,1
11,2008,Honda,8,11
10,2008,Force India,10,10
9,2008,Red Bull,6,9
8,2008,Super Aguri,11,8
7,2008,Toyota,5,7
6,2008,Ferrari,1,6
5,2008,Toro Rosso,9,5
4,2008,Renault,7,4
3,2008,Williams,4,3
2,2008,BMW Sauber,2,2
1,2008,McLaren,3,1
11,2008,Honda,9,11
10,2008,Force India,10,10
9,2008,Red Bull,7,9
8,2008,Super Aguri,11,8
6,2008,Ferrari,2,6
11,2008,Honda,8,11
3,2008,Williams,7,3
2,2008,BMW Sauber,2,2
7,2008,Toyota,5,7
6,2008,Ferrari,1,6
5,2008,Toro Rosso,6,5
4,2008,Renault,4,4
3,2008,Williams,8,3
2,2008,BMW Sauber,3,2
1,2008,McLaren,2,1
11,2008,Honda,9,11
9,2008,Red Bull,7,9
10,2008,Force India,10,10
7,2008,Toyota,5,7
6,2008,Ferrari,2,6
5,2008,Toro Rosso,6,5
4,2008,Renault,4,4
3,2008,Williams,8,3
2,2008,BMW Sauber,3,2
1,2008,McLaren,1,1
11,2008,Honda,9,11
9,2008,Red Bull,7,9
10,2008,Force India,10,10
11,2008,Honda,9,11
1,2008,McLaren,2,1
11,2008,Honda,9,11
10,2008,Force India,10,10
9,2008,Red Bull,7,9
7,2008,Toyota,5,7
6,2008,Ferrari,1,6
5,2008,Toro Rosso,6,5
4,2008,Renault,4,4
3,2008,Williams,8,3
2,2008,BMW Sauber,3,2
1,2008,McLaren,2,1
11,2008,Honda,9,11
10,2008,Force India,10,10
9,2008,Red Bull,7,9
7,2008,Toyota,5,7
6,2008,Ferrari,1,6
5,2008,Toro Rosso,6,5
4,2008,Renault,4,4
3,2008,Williams,8,3
2,2008,BMW Sauber,3,2
10,2008,Force India,10,10
1,2008,McLaren,3,1
9,2008,Red Bull,7,9
5,2008,Toro Rosso,6,5
11,2008,Honda,8,11
10,2008,Force India,10,10
9,2008,Red Bull,6,9
7,2008,Toyota,4,7
6,2008,Ferrari,1,6
5,2008,Toro Rosso,9,5
4,2008,Renault,5,4
3,2008,Williams,7,3
1,2008,McLaren,2,1
2,2008,BMW Sauber,3,2
11,2008,Honda,8,11
10,2008,Force India,10,10
9,2008,Red Bull,5,9
7,2008,Toyota,4,7
6,2008,Ferrari,1,6
5,2008,Toro Rosso,9,5
4,2008,Renault,6,4
3,2008,Williams,7,3
1,2008,McLaren,2,1
2,2008,BMW Sauber,3,2
4,2008,Renault,5,4
5,2008,Toro Rosso,9,5
4,2008,Renault,5,4
3,2008,Williams,8,3
2,2008,BMW Sauber,3,2
1,2008,McLaren,2,1
11,2008,Honda,9,11
10,2008,Force India,10,10
9,2008,Red Bull,6,9
7,2008,Toyota,4,7
6,2008,Ferrari,1,6
5,2008,Toro Rosso,8,5
4,2008,Renault,5,4
3,2008,Williams,7,3
2,2008,BMW Sauber,3,2
1,2008,McLaren,2,1
11,2008,Honda,8,11
10,2008,Force India,10,10
9,2008,Red Bull,6,9
7,2008,Toyota,4,7
6,2008,Ferrari,1,6
7,2008,Toyota,4,7
6,2008,Ferrari,1,6
1,2008,McLaren,1,1
2,2009,BMW Sauber,7,2
2,2009,BMW Sauber,8,2
3,2009,Williams,6,3
4,2009,Renault,7,4
5,2009,Toro Rosso,9,5
6,2009,Ferrari,4,6
7,2009,Toyota,3,7
9,2009,Red Bull,2,9
10,2009,Force India,10,10
23,2009,Brawn,1,23
1,2009,McLaren,6,1
2,2009,BMW Sauber,8,2
3,2009,Williams,5,3
4,2009,Renault,7,4
5,2009,Toro Rosso,9,5
6,2009,Ferrari,4,6
7,2009,Toyota,3,7
9,2009,Red Bull,2,9
10,2009,Force India,10,10
23,2009,Brawn,1,23
1,2009,McLaren,6,1
2,2009,BMW Sauber,8,2
3,2009,Williams,5,3
4,2009,Renault,7,4
5,2009,Toro Rosso,9,5
6,2009,Ferrari,4,6
7,2009,Toyota,3,7
9,2009,Red Bull,2,9
10,2009,Force India,10,10
23,2009,Brawn,1,23
1,2009,McLaren,5,1
23,2009,Brawn,1,23
10,2009,Force India,10,10
9,2009,Red Bull,2,9
23,2009,Brawn,1,23
10,2009,Force India,9,10
9,2009,Red Bull,2,9
7,2009,Toyota,5,7
6,2009,Ferrari,4,6
5,2009,Toro Rosso,10,5
4,2009,Renault,8,4
3,2009,Williams,7,3
2,2009,BMW Sauber,6,2
1,2009,McLaren,3,1
9,2009,Red Bull,2,9
10,2009,Force India,10,10
23,2009,Brawn,1,23
1,2009,McLaren,4,1
1,2009,McLaren,5,1
2,2009,BMW Sauber,6,2
4,2009,Renault,5,4
5,2009,Toro Rosso,9,5
6,2009,Ferrari,7,6
7,2009,Toyota,3,7
9,2009,Red Bull,2,9
10,2009,Force India,10,10
23,2009,Brawn,1,23
1,2009,McLaren,5,1
2,2009,BMW Sauber,8,2
3,2009,Williams,7,3
4,2009,Renault,6,4
5,2009,Toro Rosso,9,5
6,2009,Ferrari,4,6
7,2009,Toyota,3,7
3,2009,Williams,8,3
2,2009,BMW Sauber,8,2
3,2009,Williams,6,3
4,2009,Renault,7,4
10,2009,Force India,9,10
23,2009,Brawn,1,23
1,2009,McLaren,4,1
2,2009,BMW Sauber,8,2
3,2009,Williams,6,3
4,2009,Renault,7,4
5,2009,Toro Rosso,10,5
6,2009,Ferrari,3,6
7,2009,Toyota,5,7
9,2009,Red Bull,2,9
10,2009,Force India,9,10
23,2009,Brawn,1,23
1,2009,McLaren,4,1
2,2009,BMW Sauber,8,2
9,2009,Red Bull,2,9
3,2009,Williams,6,3
5,2009,Toro Rosso,10,5
6,2009,Ferrari,3,6
7,2009,Toyota,5,7
9,2009,Red Bull,2,9
10,2009,Force India,9,10
23,2009,Brawn,1,23
1,2009,McLaren,3,1
2,2009,BMW Sauber,7,2
3,2009,Williams,6,3
4,2009,Renault,8,4
5,2009,Toro Rosso,10,5
6,2009,Ferrari,4,6
7,2009,Toyota,5,7
9,2009,Red Bull,2,9
4,2009,Renault,7,4
3,2009,Williams,4,3
7,2009,Toyota,5,7
5,2009,Toro Rosso,10,5
5,2009,Toro Rosso,9,5
6,2009,Ferrari,3,6
7,2009,Toyota,4,7
9,2009,Red Bull,2,9
10,2009,Force India,10,10
23,2009,Brawn,1,23
1,2009,McLaren,4,1
2,2009,BMW Sauber,8,2
3,2009,Williams,6,3
4,2009,Renault,7,4
5,2009,Toro Rosso,9,5
6,2009,Ferrari,3,6
7,2009,Toyota,5,7
9,2009,Red Bull,2,9
6,2009,Ferrari,3,6
10,2009,Force India,10,10
1,2009,McLaren,4,1
2,2009,BMW Sauber,7,2
3,2009,Williams,6,3
4,2009,Renault,8,4
5,2009,Toro Rosso,10,5
6,2009,Ferrari,3,6
7,2009,Toyota,5,7
9,2009,Red Bull,2,9
10,2009,Force India,9,10
23,2009,Brawn,1,23
1,2009,McLaren,4,1
2,2009,BMW Sauber,7,2
3,2009,Williams,6,3
4,2009,Renault,8,4
23,2009,Brawn,1,23
10,2009,Force India,9,10
23,2009,Brawn,1,23
7,2009,Toyota,2,7
6,2009,Ferrari,9,6
5,2009,Toro Rosso,7,5
3,2009,Williams,8,3
2,2009,BMW Sauber,5,2
1,2009,McLaren,4,1
23,2009,Brawn,1,23
7,2009,Toyota,3,7
10,2009,Force India,9,10
6,2009,Ferrari,10,6
5,2009,Toro Rosso,6,5
4,2009,Renault,4,4
3,2009,Williams,5,3
2,2009,BMW Sauber,3,2
1,2009,McLaren,8,1
9,2009,Red Bull,7,9
9,2009,Red Bull,2,9
4,2009,Renault,6,4
23,2009,Brawn,1,23
4,2009,Renault,3,4
5,2009,Toro Rosso,5,5
6,2009,Ferrari,9,6
7,2009,Toyota,2,7
10,2009,Force India,10,10
10,2009,Force India,6,10
23,2009,Brawn,1,23
9,2009,Red Bull,8,9
6,2009,Ferrari,9,6
5,2009,Toro Rosso,7,5
4,2009,Renault,5,4
3,2009,Williams,8,3
2,2009,BMW Sauber,6,2
1,2009,McLaren,4,1
7,2009,Toyota,3,7
164,2010,HRT,11,164
205,2010,Lotus,10,7
131,2010,Mercedes,4,131
15,2010,Sauber,8,11
6,2010,Ferrari,3,6
9,2010,Red Bull,1,9
166,2010,Virgin,12,166
5,2010,Toro Rosso,9,5
10,2010,Force India,6,10
1,2010,McLaren,2,1
15,2010,Sauber,8,11
4,2010,Renault,5,4
5,2010,Toro Rosso,9,5
6,2010,Ferrari,3,6
9,2010,Red Bull,1,9
10,2010,Force India,6,10
15,2010,Sauber,8,11
131,2010,Mercedes,4,131
205,2010,Lotus,10,7
164,2010,HRT,11,164
4,2010,Renault,5,4
3,2010,Williams,7,3
3,2010,Williams,7,3
131,2010,Mercedes,4,131
166,2010,Virgin,12,166
5,2010,Toro Rosso,9,5
6,2010,Ferrari,3,6
9,2010,Red Bull,1,9
10,2010,Force India,6,10
15,2010,Sauber,8,11
166,2010,Virgin,12,166
205,2010,Lotus,10,7
164,2010,HRT,11,164
166,2010,Virgin,12,166
1,2010,McLaren,2,1
1,2010,McLaren,2,1
4,2010,Renault,5,4
5,2010,Toro Rosso,9,5
6,2010,Ferrari,3,6
9,2010,Red Bull,1,9
10,2010,Force India,6,10
15,2010,Sauber,8,11
131,2010,Mercedes,4,131
205,2010,Lotus,10,7
164,2010,HRT,11,164
3,2010,Williams,7,3
1,2010,McLaren,2,1
10,2010,Force India,6,10
4,2010,Renault,5,4
6,2010,Ferrari,3,6
9,2010,Red Bull,1,9
10,2010,Force India,7,10
15,2010,Sauber,8,11
131,2010,Mercedes,4,131
205,2010,Lotus,10,7
164,2010,HRT,11,164
166,2010,Virgin,12,166
1,2010,McLaren,2,1
5,2010,Toro Rosso,9,5
3,2010,Williams,6,3
5,2010,Toro Rosso,9,5
6,2010,Ferrari,3,6
9,2010,Red Bull,1,9
10,2010,Force India,7,10
15,2010,Sauber,8,11
131,2010,Mercedes,4,131
205,2010,Lotus,10,7
164,2010,HRT,11,164
166,2010,Virgin,12,166
4,2010,Renault,5,4
4,2010,Renault,5,4
3,2010,Williams,6,3
1,2010,McLaren,2,1
5,2010,Toro Rosso,9,5
6,2010,Ferrari,3,6
9,2010,Red Bull,1,9
10,2010,Force India,6,10
15,2010,Sauber,8,11
131,2010,Mercedes,4,131
205,2010,Lotus,10,7
164,2010,HRT,11,164
166,2010,Virgin,12,166
1,2010,McLaren,2,1
3,2010,Williams,7,3
4,2010,Renault,5,4
5,2010,Toro Rosso,9,5
6,2010,Ferrari,3,6
9,2010,Red Bull,1,9
4,2010,Renault,5,4
15,2010,Sauber,8,11
131,2010,Mercedes,4,131
205,2010,Lotus,10,7
164,2010,HRT,11,164
166,2010,Virgin,12,166
3,2010,Williams,7,3
131,2010,Mercedes,4,131
3,2010,Williams,7,3
166,2010,Virgin,12,166
205,2010,Lotus,10,7
131,2010,Mercedes,4,131
15,2010,Sauber,9,11
10,2010,Force India,6,10
9,2010,Red Bull,2,9
6,2010,Ferrari,3,6
5,2010,Toro Rosso,7,5
4,2010,Renault,5,4
3,2010,Williams,8,3
1,2010,McLaren,1,1
166,2010,Virgin,12,166
164,2010,HRT,11,164
205,2010,Lotus,10,7
164,2010,HRT,11,164
131,2010,Mercedes,4,131
10,2010,Force India,6,10
9,2010,Red Bull,2,9
6,2010,Ferrari,3,6
5,2010,Toro Rosso,8,5
4,2010,Renault,5,4
3,2010,Williams,7,3
1,2010,McLaren,1,1
166,2010,Virgin,12,166
164,2010,HRT,11,164
205,2010,Lotus,10,7
131,2010,Mercedes,4,131
15,2010,Sauber,9,11
10,2010,Force India,6,10
15,2010,Sauber,9,11
166,2010,Virgin,12,166
1,2010,McLaren,1,1
3,2010,Williams,7,3
10,2010,Force India,6,10
9,2010,Red Bull,2,9
6,2010,Ferrari,3,6
5,2010,Toro Rosso,9,5
4,2010,Renault,5,4
3,2010,Williams,7,3
1,2010,McLaren,1,1
166,2010,Virgin,12,166
164,2010,HRT,11,164
205,2010,Lotus,10,7
131,2010,Mercedes,4,131
15,2010,Sauber,8,11
10,2010,Force India,6,10
9,2010,Red Bull,2,9
6,2010,Ferrari,3,6
5,2010,Toro Rosso,9,5
4,2010,Renault,5,4
3,2010,Williams,7,3
1,2010,McLaren,1,1
166,2010,Virgin,12,166
164,2010,HRT,11,164
205,2010,Lotus,10,7
131,2010,Mercedes,4,131
15,2010,Sauber,9,11
10,2010,Force India,6,10
9,2010,Red Bull,2,9
6,2010,Ferrari,3,6
5,2010,Toro Rosso,8,5
4,2010,Renault,5,4
205,2010,Lotus,10,7
6,2010,Ferrari,2,6
5,2010,Toro Rosso,8,5
4,2010,Renault,5,4
6,2010,Ferrari,1,6
5,2010,Toro Rosso,8,5
4,2010,Renault,5,4
3,2010,Williams,7,3
1,2010,McLaren,2,1
166,2010,Virgin,12,166
164,2010,HRT,11,164
205,2010,Lotus,10,7
131,2010,Mercedes,3,131
15,2010,Sauber,9,11
10,2010,Force India,6,10
9,2010,Red Bull,5,9
6,2010,Ferrari,1,6
5,2010,Toro Rosso,8,5
4,2010,Renault,4,4
3,2010,Williams,7,3
1,2010,McLaren,2,1
166,2010,Virgin,12,166
164,2010,HRT,11,164
205,2010,Lotus,9,7
131,2010,Mercedes,3,131
15,2010,Sauber,10,11
10,2010,Force India,5,10
9,2010,Red Bull,4,9
6,2010,Ferrari,1,6
5,2010,Toro Rosso,8,5
4,2010,Renault,7,4
3,2010,Williams,6,3
1,2010,McLaren,2,1
9,2010,Red Bull,3,9
1,2010,McLaren,2,1
10,2010,Force India,6,10
131,2010,Mercedes,4,131
3,2010,Williams,7,3
1,2010,McLaren,3,1
166,2010,Virgin,12,166
164,2010,HRT,11,164
205,2010,Lotus,10,7
131,2010,Mercedes,4,131
15,2010,Sauber,9,11
10,2010,Force India,6,10
9,2010,Red Bull,3,9
6,2010,Ferrari,2,6
5,2010,Toro Rosso,8,5
4,2010,Renault,5,4
3,2010,Williams,7,3
1,2010,McLaren,1,1
166,2010,Virgin,12,166
164,2010,HRT,11,164
205,2010,Lotus,10,7
131,2010,Mercedes,4,131
15,2010,Sauber,9,11
10,2010,Force India,6,10
164,2010,HRT,11,164
6,2010,Ferrari,2,6
5,2010,Toro Rosso,8,5
4,2010,Renault,5,4
3,2010,Williams,7,3
1,2010,McLaren,1,1
166,2010,Virgin,12,166
164,2010,HRT,11,164
205,2010,Lotus,10,7
15,2010,Sauber,9,11
9,2010,Red Bull,1,9
9,2010,Red Bull,3,9
3,2011,Williams,11,3
4,2011,Renault,5,4
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,6,10
15,2011,Sauber,7,11
131,2011,Mercedes,4,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
3,2011,Williams,9,3
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,6,10
15,2011,Sauber,7,11
131,2011,Mercedes,4,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,5,4
4,2011,Renault,5,4
1,2011,McLaren,2,1
164,2011,HRT,11,164
164,2011,HRT,11,164
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,5,4
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,7,10
15,2011,Sauber,6,11
131,2011,Mercedes,4,131
166,2011,Virgin,12,166
205,2011,Lotus,10,7
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,5,4
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,7,10
15,2011,Sauber,6,11
131,2011,Mercedes,4,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,5,4
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,6,10
15,2011,Sauber,7,11
131,2011,Mercedes,4,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
164,2011,HRT,11,164
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,5,4
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,6,10
15,2011,Sauber,7,11
131,2011,Mercedes,4,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
166,2011,Virgin,12,166
205,2011,Lotus,10,7
131,2011,Mercedes,4,131
15,2011,Sauber,7,11
10,2011,Force India,6,10
15,2011,Sauber,7,11
131,2011,Mercedes,4,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,5,4
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,6,10
15,2011,Sauber,7,11
131,2011,Mercedes,4,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,5,4
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,6,10
205,2011,Lotus,10,7
166,2011,Virgin,12,166
131,2011,Mercedes,4,131
10,2011,Force India,7,10
205,2011,Lotus,9,7
164,2011,HRT,12,164
166,2011,Virgin,11,166
1,2011,McLaren,2,1
3,2011,Williams,10,3
4,2011,Renault,4,4
5,2011,Toro Rosso,7,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,8,10
15,2011,Sauber,6,11
131,2011,Mercedes,5,131
131,2011,Mercedes,5,131
164,2011,HRT,12,164
166,2011,Virgin,11,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,4,4
5,2011,Toro Rosso,7,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,8,10
15,2011,Sauber,6,11
131,2011,Mercedes,5,131
205,2011,Lotus,9,7
205,2011,Lotus,10,7
15,2011,Sauber,6,11
9,2011,Red Bull,1,9
205,2011,Lotus,9,7
131,2011,Mercedes,8,131
15,2011,Sauber,5,11
10,2011,Force India,7,10
9,2011,Red Bull,1,9
6,2011,Ferrari,3,6
5,2011,Toro Rosso,6,5
4,2011,Renault,4,4
1,2011,McLaren,2,1
1,2011,McLaren,2,1
166,2011,Virgin,8,166
10,2011,Force India,8,10
205,2011,Lotus,7,7
10,2011,Force India,6,10
9,2011,Red Bull,1,9
6,2011,Ferrari,3,6
5,2011,Toro Rosso,5,5
4,2011,Renault,4,4
3,2011,Williams,9,3
1,2011,McLaren,2,1
3,2011,Williams,10,3
4,2011,Renault,4,4
5,2011,Toro Rosso,7,5
6,2011,Ferrari,3,6
131,2011,Mercedes,10,131
164,2011,HRT,12,164
166,2011,Virgin,11,166
1,2011,McLaren,2,1
10,2011,Force India,8,10
15,2011,Sauber,6,11
131,2011,Mercedes,5,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,5,4
5,2011,Toro Rosso,7,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
9,2011,Red Bull,1,9
15,2011,Sauber,6,11
131,2011,Mercedes,4,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,5,4
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,8,10
6,2011,Ferrari,3,6
5,2011,Toro Rosso,7,5
4,2011,Renault,4,4
3,2011,Williams,9,3
4,2011,Renault,4,4
5,2011,Toro Rosso,8,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,7,10
15,2011,Sauber,6,11
131,2011,Mercedes,5,131
205,2011,Lotus,10,7
164,2011,HRT,12,164
166,2011,Virgin,11,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
4,2011,Renault,4,4
5,2011,Toro Rosso,7,5
6,2011,Ferrari,3,6
9,2011,Red Bull,1,9
10,2011,Force India,8,10
15,2011,Sauber,6,11
131,2011,Mercedes,5,131
205,2011,Lotus,10,7
164,2011,HRT,11,164
166,2011,Virgin,12,166
1,2011,McLaren,2,1
3,2011,Williams,9,3
15,2011,Sauber,6,11
164,2011,HRT,12,164
166,2011,Virgin,10,166
15,2012,Sauber,6,11
6,2012,Ferrari,2,6
9,2012,Red Bull,1,9
10,2012,Force India,8,10
15,2012,Sauber,6,11
131,2012,Mercedes,5,131
164,2012,HRT,12,164
208,2012,Lotus F1,3,208
206,2012,Marussia,11,9
207,2012,Caterham,10,207
1,2012,McLaren,3,1
3,2012,Williams,7,3
5,2012,Toro Rosso,9,5
6,2012,Ferrari,2,6
9,2012,Red Bull,1,9
10,2012,Force India,8,10
5,2012,Toro Rosso,9,5
15,2012,Sauber,6,11
3,2012,Williams,7,3
207,2012,Caterham,10,207
164,2012,HRT,12,164
208,2012,Lotus F1,3,208
206,2012,Marussia,11,9
207,2012,Caterham,10,207
